engineid,manufacturer,cylinders,displacement,induction,fueltype,valvetype
2511,mercedes-benz,11,5.5,Naturally Aspirated,Diesel,OHV
2512,hyundai,6,3.3000000000000003,Naturally Aspirated,Diesel,DOHC
2513,aston-martin,4,1.8,Forced Induction,Gas,DOHC
2514,buick,11,6.050000000000001,Naturally Aspirated,Hybrid,SOHC
2516,chrysler,5,2.25,Naturally Aspirated,Diesel,DOHC
2517,jeep,12,6.0,Naturally Aspirated,Diesel,SOHC
2519,toyota,4,2.0,Forced Induction,Gas,OHV
2520,cadillac,3,1.2000000000000002,Forced Induction,Hybrid,OHV
2521,ford,5,2.25,Forced Induction,Hybrid,OHV
2522,mitsubishi,12,4.800000000000001,Forced Induction,Gas,SOHC
2523,lexus,11,5.5,Forced Induction,Gas,DOHC
2524,volvo,9,4.5,Forced Induction,Gas,OHV
2525,chrysler,4,1.8,Forced Induction,Hybrid,DOHC
2526,jaguar,11,4.95,Forced Induction,Hybrid,DOHC
2527,bmw,8,3.6,Naturally Aspirated,Gas,DOHC
2528,fiat,5,2.5,Naturally Aspirated,Hybrid,DOHC
2529,ram,7,3.5,Naturally Aspirated,Diesel,SOHC
2530,mercury,11,4.95,Naturally Aspirated,Gas,OHV
2531,land rover,9,4.5,Forced Induction,Gas,DOHC
2532,buick,7,3.5,Forced Induction,Gas,SOHC
2533,acura,9,4.05,Naturally Aspirated,Hybrid,SOHC
2534,mercury,6,3.0,Naturally Aspirated,Diesel,OHV
2535,jaguar,10,4.5,Naturally Aspirated,Diesel,DOHC
2536,volvo,3,1.5,Naturally Aspirated,Gas,OHV
2537,fiat,6,2.4000000000000004,Naturally Aspirated,Diesel,OHV
2538,saturn,6,3.3000000000000003,Forced Induction,Hybrid,DOHC
2539,acura,6,3.0,Forced Induction,Gas,DOHC
2540,dodge,8,3.6,Naturally Aspirated,Diesel,SOHC
2541,lincoln,12,6.0,Forced Induction,Diesel,SOHC
2543,toyota,9,3.6,Naturally Aspirated,Gas,OHV
2544,fiat,6,2.7,Naturally Aspirated,Hybrid,OHV
2545,toyota,6,3.0,Forced Induction,Gas,SOHC
2546,buick,8,3.2,Naturally Aspirated,Gas,SOHC
2547,rover,7,3.5,Naturally Aspirated,Gas,OHV
2548,mini,5,2.5,Forced Induction,Gas,DOHC
2549,volvo,5,2.0,Forced Induction,Hybrid,SOHC
2550,lexus,5,2.5,Naturally Aspirated,Hybrid,SOHC
2551,mazda,11,6.050000000000001,Forced Induction,Hybrid,DOHC
2552,tesla,7,3.15,Naturally Aspirated,Gas,OHV
2553,volkswagen,6,3.0,Forced Induction,Diesel,DOHC
2555,honda,12,6.6000000000000005,Naturally Aspirated,Hybrid,SOHC
2556,bmw,11,4.4,Naturally Aspirated,Gas,OHV
2557,rover,4,1.8,Forced Induction,Gas,SOHC
2558,mitsubishi,4,2.0,Forced Induction,Gas,DOHC
2559,mercedes-benz,12,6.0,Naturally Aspirated,Hybrid,DOHC
2560,lexus,11,4.4,Naturally Aspirated,Gas,DOHC
2561,mini,10,5.5,Naturally Aspirated,Gas,OHV
2562,nissan,4,1.6,Naturally Aspirated,Gas,SOHC
2563,mitsubishi,6,3.0,Naturally Aspirated,Gas,SOHC
2564,dodge,11,5.5,Naturally Aspirated,Hybrid,SOHC
2565,buick,7,3.8500000000000005,Forced Induction,Hybrid,OHV
2566,infiniti,3,1.6500000000000001,Naturally Aspirated,Diesel,OHV
2567,pontiac,5,2.5,Forced Induction,Gas,OHV
2568,datsun,9,4.95,Forced Induction,Hybrid,OHV
2569,ferrari,5,2.75,Naturally Aspirated,Hybrid,DOHC
2571,gmc,5,2.5,Forced Induction,Hybrid,SOHC
2573,datsun,3,1.6500000000000001,Forced Induction,Hybrid,OHV
2574,rover,4,1.6,Forced Induction,Hybrid,OHV
2575,mercury,3,1.2000000000000002,Naturally Aspirated,Diesel,SOHC
2576,land rover,11,6.050000000000001,Naturally Aspirated,Gas,OHV
2577,ram,8,4.0,Forced Induction,Diesel,OHV
2580,mazda,6,2.4000000000000004,Naturally Aspirated,Hybrid,OHV
2581,harley-davidson,4,1.8,Naturally Aspirated,Hybrid,OHV
2582,datsun,9,4.05,Naturally Aspirated,Hybrid,SOHC
2583,volkswagen,10,4.0,Forced Induction,Diesel,OHV
2585,bmw,6,2.7,Forced Induction,Diesel,DOHC
2586,toyota,9,4.95,Forced Induction,Hybrid,DOHC
2587,audi,12,5.4,Forced Induction,Gas,OHV
2588,lincoln,7,3.15,Naturally Aspirated,Gas,OHV
2590,jaguar,3,1.35,Forced Induction,Gas,DOHC
2591,honda,7,3.15,Forced Induction,Gas,DOHC
2592,pontiac,6,2.4000000000000004,Forced Induction,Gas,DOHC
2593,saturn,12,6.6000000000000005,Forced Induction,Diesel,DOHC
2594,jeep,8,3.2,Naturally Aspirated,Gas,OHV
2595,buick,4,1.8,Naturally Aspirated,Diesel,SOHC
2596,pontiac,5,2.25,Forced Induction,Hybrid,SOHC
2597,jeep,12,6.6000000000000005,Forced Induction,Diesel,DOHC
2598,kia,3,1.6500000000000001,Forced Induction,Diesel,SOHC
2599,ram,3,1.6500000000000001,Naturally Aspirated,Hybrid,SOHC
2601,bmw,8,4.0,Forced Induction,Diesel,SOHC
2602,mitsubishi,3,1.6500000000000001,Naturally Aspirated,Hybrid,DOHC
2603,harley-davidson,3,1.35,Naturally Aspirated,Hybrid,DOHC
2604,tesla,8,3.6,Forced Induction,Hybrid,SOHC
2605,mini,4,1.8,Forced Induction,Gas,DOHC
2606,lincoln,4,1.6,Forced Induction,Diesel,DOHC
2607,alfa-romeo,12,5.4,Naturally Aspirated,Hybrid,OHV
2608,subaru,4,1.6,Naturally Aspirated,Diesel,DOHC
2609,volvo,10,5.0,Naturally Aspirated,Gas,SOHC
2610,ram,10,5.5,Forced Induction,Diesel,SOHC
2611,ram,3,1.2000000000000002,Forced Induction,Gas,OHV
2612,pontiac,11,4.4,Naturally Aspirated,Gas,DOHC
2613,chevrolet,10,5.5,Naturally Aspirated,Gas,DOHC
2615,buick,6,2.4000000000000004,Naturally Aspirated,Gas,SOHC
2616,mitsubishi,10,5.5,Naturally Aspirated,Hybrid,OHV
2617,kia,7,3.5,Forced Induction,Gas,SOHC
2619,mazda,10,5.0,Naturally Aspirated,Gas,SOHC
2620,kia,11,4.4,Naturally Aspirated,Gas,SOHC
2621,nissan,12,4.800000000000001,Forced Induction,Hybrid,OHV
2622,kia,6,2.4000000000000004,Naturally Aspirated,Diesel,OHV
2623,harley-davidson,10,4.0,Forced Induction,Gas,OHV
2624,lincoln,3,1.2000000000000002,Naturally Aspirated,Hybrid,SOHC
2625,porsche,12,6.0,Forced Induction,Gas,DOHC
2626,pontiac,3,1.2000000000000002,Naturally Aspirated,Hybrid,DOHC
2627,ferrari,11,6.050000000000001,Forced Induction,Diesel,SOHC
2628,aston-martin,4,2.2,Forced Induction,Diesel,SOHC
2629,datsun,7,3.8500000000000005,Naturally Aspirated,Hybrid,DOHC
2630,rover,6,2.4000000000000004,Forced Induction,Diesel,DOHC
2631,porsche,9,4.95,Forced Induction,Diesel,DOHC
2632,porsche,11,4.95,Naturally Aspirated,Gas,SOHC
2633,cadillac,6,3.0,Forced Induction,Gas,DOHC
2634,gmc,11,4.4,Forced Induction,Diesel,DOHC
2635,lincoln,8,3.6,Naturally Aspirated,Gas,OHV
2636,lexus,4,1.8,Forced Induction,Hybrid,DOHC
2637,dodge,11,4.95,Naturally Aspirated,Hybrid,SOHC
2638,mini,10,4.5,Forced Induction,Hybrid,OHV
2639,volvo,5,2.75,Forced Induction,Gas,DOHC
2640,alfa-romeo,9,4.05,Naturally Aspirated,Gas,DOHC
2641,tesla,11,6.050000000000001,Forced Induction,Diesel,DOHC
2642,pontiac,3,1.2000000000000002,Forced Induction,Gas,DOHC
2643,chevrolet,12,6.6000000000000005,Forced Induction,Diesel,DOHC
2644,porsche,9,4.5,Naturally Aspirated,Diesel,OHV
2645,nissan,12,6.6000000000000005,Naturally Aspirated,Diesel,SOHC
2646,harley-davidson,6,2.7,Naturally Aspirated,Diesel,OHV
2647,acura,6,3.0,Naturally Aspirated,Diesel,SOHC
2649,chevrolet,9,4.95,Naturally Aspirated,Gas,OHV
2650,pontiac,3,1.2000000000000002,Naturally Aspirated,Gas,OHV
2651,fiat,5,2.0,Naturally Aspirated,Diesel,SOHC
2652,gmc,9,3.6,Forced Induction,Gas,DOHC
2653,chevrolet,12,5.4,Naturally Aspirated,Hybrid,SOHC
2654,rover,4,2.0,Forced Induction,Hybrid,SOHC
2656,cadillac,5,2.5,Naturally Aspirated,Gas,DOHC
2657,acura,9,4.05,Naturally Aspirated,Diesel,SOHC
2658,fiat,8,3.6,Naturally Aspirated,Gas,OHV
2659,bmw,5,2.0,Naturally Aspirated,Diesel,OHV
2660,infiniti,5,2.75,Naturally Aspirated,Diesel,OHV
2661,lexus,11,4.4,Forced Induction,Diesel,DOHC
2663,ferrari,6,3.3000000000000003,Forced Induction,Gas,DOHC
2664,tesla,11,4.95,Naturally Aspirated,Diesel,OHV
2665,ferrari,9,4.5,Naturally Aspirated,Diesel,DOHC
2666,mitsubishi,3,1.6500000000000001,Naturally Aspirated,Diesel,SOHC
2667,fiat,11,6.050000000000001,Forced Induction,Diesel,SOHC
2668,alfa-romeo,7,3.15,Naturally Aspirated,Diesel,DOHC
2669,mercedes-benz,11,4.4,Naturally Aspirated,Hybrid,SOHC
2670,infiniti,11,4.95,Forced Induction,Diesel,DOHC
2672,mazda,9,3.6,Naturally Aspirated,Gas,DOHC
2673,mercedes-benz,5,2.25,Naturally Aspirated,Gas,SOHC
2674,honda,9,4.95,Forced Induction,Hybrid,OHV
2675,aston-martin,4,1.8,Naturally Aspirated,Diesel,OHV
2676,audi,4,2.2,Forced Induction,Hybrid,OHV
2677,chrysler,10,5.0,Forced Induction,Gas,OHV
2678,mitsubishi,6,3.3000000000000003,Forced Induction,Diesel,SOHC
2679,cadillac,4,1.8,Forced Induction,Hybrid,DOHC
2680,fiat,6,3.0,Naturally Aspirated,Diesel,DOHC
2681,chrysler,12,6.0,Forced Induction,Hybrid,DOHC
2682,alfa-romeo,12,4.800000000000001,Naturally Aspirated,Gas,DOHC
2683,datsun,10,5.0,Forced Induction,Gas,OHV
2684,hyundai,9,3.6,Forced Induction,Hybrid,SOHC
2685,cadillac,3,1.2000000000000002,Naturally Aspirated,Gas,DOHC
2686,cadillac,10,4.5,Naturally Aspirated,Gas,OHV
2687,lexus,10,4.0,Naturally Aspirated,Diesel,OHV
2688,mini,4,1.8,Naturally Aspirated,Diesel,DOHC
2689,jeep,10,4.0,Forced Induction,Hybrid,OHV
2691,hyundai,4,2.0,Forced Induction,Hybrid,DOHC
2692,acura,3,1.5,Naturally Aspirated,Gas,DOHC
2693,mercury,7,2.8000000000000003,Forced Induction,Gas,SOHC
2694,mitsubishi,5,2.0,Naturally Aspirated,Hybrid,OHV
2695,rover,11,5.5,Forced Induction,Hybrid,DOHC
2696,rover,8,3.2,Naturally Aspirated,Diesel,SOHC
2697,ford,10,4.0,Naturally Aspirated,Hybrid,DOHC
2698,mazda,4,2.0,Forced Induction,Gas,DOHC
2699,kia,3,1.5,Naturally Aspirated,Diesel,SOHC
2700,subaru,7,3.5,Forced Induction,Gas,OHV
2701,audi,3,1.2000000000000002,Naturally Aspirated,Gas,SOHC
2702,jaguar,4,2.0,Forced Induction,Hybrid,SOHC
2703,volvo,12,4.800000000000001,Naturally Aspirated,Hybrid,SOHC
2705,volkswagen,11,4.4,Forced Induction,Diesel,DOHC
2706,ferrari,7,3.5,Forced Induction,Gas,SOHC
2707,volkswagen,12,5.4,Forced Induction,Hybrid,DOHC
2710,mercury,5,2.0,Forced Induction,Diesel,SOHC
2711,mercury,9,4.05,Naturally Aspirated,Gas,OHV
2712,rover,12,5.4,Forced Induction,Hybrid,SOHC
2713,mercedes-benz,7,3.15,Forced Induction,Gas,DOHC
2714,mitsubishi,12,4.800000000000001,Forced Induction,Diesel,SOHC
2715,mercury,5,2.0,Naturally Aspirated,Hybrid,DOHC
2716,infiniti,3,1.6500000000000001,Forced Induction,Gas,DOHC
2718,infiniti,6,2.4000000000000004,Forced Induction,Gas,OHV
2720,alfa-romeo,12,6.0,Naturally Aspirated,Hybrid,DOHC
2721,mitsubishi,9,3.6,Forced Induction,Diesel,SOHC
2722,lexus,9,4.5,Naturally Aspirated,Diesel,OHV
2723,mazda,5,2.75,Naturally Aspirated,Hybrid,SOHC
2724,volvo,7,3.8500000000000005,Forced Induction,Diesel,DOHC
2727,ram,3,1.35,Forced Induction,Gas,DOHC
2729,ram,10,5.0,Forced Induction,Diesel,SOHC
2730,harley-davidson,10,4.5,Forced Induction,Hybrid,SOHC
2731,jaguar,8,4.4,Forced Induction,Diesel,OHV
2732,ram,9,4.95,Forced Induction,Gas,OHV
2733,land rover,3,1.2000000000000002,Naturally Aspirated,Hybrid,SOHC
2734,chevrolet,11,5.5,Forced Induction,Gas,DOHC
2735,audi,3,1.2000000000000002,Forced Induction,Gas,SOHC
2736,subaru,8,3.6,Naturally Aspirated,Diesel,SOHC
2737,chrysler,12,4.800000000000001,Forced Induction,Gas,SOHC
2738,mercedes-benz,9,4.95,Naturally Aspirated,Diesel,OHV
2739,tesla,11,5.5,Forced Induction,Diesel,SOHC
2740,datsun,11,5.5,Forced Induction,Hybrid,SOHC
2741,mini,12,6.6000000000000005,Forced Induction,Diesel,SOHC
2742,kia,6,2.4000000000000004,Forced Induction,Diesel,OHV
2744,datsun,11,5.5,Forced Induction,Diesel,DOHC
2745,honda,3,1.5,Forced Induction,Hybrid,SOHC
2747,bmw,8,3.2,Naturally Aspirated,Gas,OHV
2748,honda,8,3.2,Naturally Aspirated,Gas,OHV
2749,mazda,3,1.35,Forced Induction,Gas,DOHC
2750,honda,5,2.0,Naturally Aspirated,Hybrid,OHV
2751,buick,9,4.5,Naturally Aspirated,Hybrid,SOHC
2752,alfa-romeo,12,6.0,Naturally Aspirated,Diesel,OHV
2754,harley-davidson,8,3.2,Forced Induction,Diesel,DOHC
2755,pontiac,11,6.050000000000001,Naturally Aspirated,Hybrid,SOHC
2756,chevrolet,5,2.75,Naturally Aspirated,Hybrid,OHV
2757,jeep,10,5.5,Forced Induction,Gas,OHV
2758,jaguar,9,4.05,Forced Induction,Hybrid,OHV
2759,pontiac,11,4.4,Naturally Aspirated,Diesel,SOHC
2760,fiat,9,3.6,Forced Induction,Hybrid,DOHC
2761,pontiac,5,2.5,Forced Induction,Gas,SOHC
2762,fiat,7,3.8500000000000005,Forced Induction,Hybrid,DOHC
2763,bmw,3,1.35,Forced Induction,Hybrid,SOHC
2764,ferrari,9,4.5,Naturally Aspirated,Diesel,OHV
2765,jaguar,3,1.35,Naturally Aspirated,Hybrid,SOHC
2766,rover,4,2.2,Naturally Aspirated,Diesel,OHV
2767,pontiac,9,4.5,Forced Induction,Hybrid,DOHC
2768,harley-davidson,5,2.5,Forced Induction,Hybrid,OHV
2769,toyota,4,2.2,Naturally Aspirated,Gas,OHV
2770,bmw,12,6.6000000000000005,Naturally Aspirated,Hybrid,DOHC
2771,nissan,4,2.2,Naturally Aspirated,Gas,OHV
2772,infiniti,4,1.8,Naturally Aspirated,Hybrid,SOHC
2773,buick,3,1.2000000000000002,Forced Induction,Gas,SOHC
2774,datsun,7,3.5,Naturally Aspirated,Hybrid,SOHC
2775,volvo,12,5.4,Forced Induction,Gas,SOHC
2776,lincoln,5,2.5,Forced Induction,Gas,DOHC
2777,toyota,12,6.6000000000000005,Naturally Aspirated,Hybrid,SOHC
2778,chrysler,5,2.5,Forced Induction,Diesel,OHV
2779,chevrolet,8,3.6,Forced Induction,Hybrid,DOHC
2780,aston-martin,9,4.5,Naturally Aspirated,Gas,DOHC
2781,bmw,3,1.35,Forced Induction,Gas,OHV
2782,cadillac,12,6.6000000000000005,Naturally Aspirated,Diesel,DOHC
2783,volkswagen,3,1.6500000000000001,Forced Induction,Gas,DOHC
2784,pontiac,9,4.95,Forced Induction,Gas,DOHC
2785,cadillac,8,3.6,Forced Induction,Gas,SOHC
2786,ford,6,2.4000000000000004,Naturally Aspirated,Gas,DOHC
2787,datsun,8,4.0,Forced Induction,Hybrid,DOHC
2788,toyota,5,2.0,Forced Induction,Hybrid,DOHC
2789,ram,4,2.2,Forced Induction,Diesel,DOHC
2790,hyundai,5,2.0,Forced Induction,Diesel,SOHC
2791,cadillac,7,3.8500000000000005,Forced Induction,Gas,DOHC
2792,ferrari,7,3.8500000000000005,Forced Induction,Gas,SOHC
2793,chrysler,4,2.0,Forced Induction,Gas,OHV
2794,jaguar,4,2.2,Naturally Aspirated,Hybrid,OHV
2795,porsche,5,2.75,Forced Induction,Diesel,SOHC
2796,mini,10,4.0,Forced Induction,Gas,DOHC
2798,aston-martin,3,1.6500000000000001,Naturally Aspirated,Gas,OHV
2799,pontiac,7,3.5,Naturally Aspirated,Gas,DOHC
2800,nissan,5,2.5,Forced Induction,Diesel,OHV
2801,alfa-romeo,6,3.0,Forced Induction,Diesel,DOHC
2802,cadillac,7,2.8000000000000003,Forced Induction,Hybrid,OHV
2803,jeep,10,5.5,Forced Induction,Diesel,DOHC
2804,dodge,8,4.0,Naturally Aspirated,Hybrid,DOHC
2805,rover,12,5.4,Forced Induction,Gas,DOHC
2806,nissan,6,3.3000000000000003,Naturally Aspirated,Hybrid,SOHC
2807,buick,4,2.0,Naturally Aspirated,Diesel,OHV
2808,porsche,5,2.5,Naturally Aspirated,Gas,OHV
2809,toyota,11,4.4,Forced Induction,Diesel,OHV
2810,mini,4,1.8,Naturally Aspirated,Hybrid,SOHC
2811,cadillac,6,3.0,Forced Induction,Diesel,OHV
2812,lincoln,9,3.6,Forced Induction,Hybrid,SOHC
2813,cadillac,3,1.6500000000000001,Naturally Aspirated,Hybrid,OHV
2814,ferrari,7,3.5,Forced Induction,Diesel,DOHC
2815,chevrolet,3,1.35,Forced Induction,Hybrid,SOHC
2816,jeep,3,1.6500000000000001,Forced Induction,Hybrid,SOHC
2817,acura,3,1.5,Naturally Aspirated,Diesel,DOHC
2818,porsche,11,4.95,Naturally Aspirated,Hybrid,DOHC
2819,hyundai,8,3.6,Naturally Aspirated,Diesel,DOHC
2820,kia,5,2.0,Forced Induction,Hybrid,SOHC
2821,lexus,12,6.6000000000000005,Naturally Aspirated,Diesel,SOHC
2822,audi,10,5.0,Forced Induction,Gas,DOHC
2823,volvo,10,5.5,Forced Induction,Gas,SOHC
2824,mitsubishi,7,3.15,Forced Induction,Gas,DOHC
2825,tesla,4,1.8,Naturally Aspirated,Hybrid,OHV
2826,nissan,6,2.4000000000000004,Forced Induction,Diesel,DOHC
2827,mitsubishi,10,5.0,Naturally Aspirated,Gas,SOHC
2828,datsun,11,4.95,Naturally Aspirated,Diesel,SOHC
2829,harley-davidson,8,3.2,Naturally Aspirated,Hybrid,SOHC
2830,ram,6,3.3000000000000003,Forced Induction,Hybrid,SOHC
2831,saturn,3,1.2000000000000002,Forced Induction,Hybrid,SOHC
2833,pontiac,6,2.4000000000000004,Forced Induction,Hybrid,SOHC
2834,ferrari,11,6.050000000000001,Forced Induction,Gas,SOHC
2835,chrysler,3,1.6500000000000001,Naturally Aspirated,Gas,OHV
2836,volvo,3,1.6500000000000001,Naturally Aspirated,Diesel,DOHC
2837,alfa-romeo,12,4.800000000000001,Forced Induction,Gas,SOHC
2838,hyundai,11,4.95,Naturally Aspirated,Gas,SOHC
2839,mercury,5,2.0,Forced Induction,Hybrid,SOHC
2840,infiniti,7,3.5,Forced Induction,Hybrid,OHV
2841,bmw,6,2.7,Forced Induction,Hybrid,SOHC
2842,gmc,12,6.6000000000000005,Forced Induction,Hybrid,DOHC
2843,ferrari,4,2.2,Naturally Aspirated,Gas,DOHC
2844,nissan,10,4.5,Naturally Aspirated,Gas,SOHC
2845,aston-martin,4,1.8,Naturally Aspirated,Gas,SOHC
2846,datsun,4,2.0,Forced Induction,Diesel,OHV
2847,aston-martin,12,4.800000000000001,Naturally Aspirated,Hybrid,DOHC
2848,chevrolet,9,3.6,Naturally Aspirated,Gas,DOHC
2849,kia,9,4.95,Naturally Aspirated,Gas,SOHC
2850,buick,9,4.5,Naturally Aspirated,Gas,DOHC
2851,aston-martin,7,3.15,Naturally Aspirated,Gas,DOHC
2852,acura,3,1.2000000000000002,Naturally Aspirated,Hybrid,DOHC
2853,ford,9,3.6,Naturally Aspirated,Hybrid,DOHC
2854,honda,5,2.0,Forced Induction,Diesel,DOHC
2855,mercury,6,2.7,Forced Induction,Gas,SOHC
2856,audi,8,3.2,Forced Induction,Diesel,SOHC
2857,porsche,11,5.5,Naturally Aspirated,Gas,OHV
2858,land rover,12,4.800000000000001,Naturally Aspirated,Hybrid,DOHC
2859,ferrari,8,4.0,Naturally Aspirated,Gas,DOHC
2860,pontiac,6,2.7,Naturally Aspirated,Hybrid,DOHC
2861,nissan,3,1.35,Naturally Aspirated,Hybrid,OHV
2862,acura,11,5.5,Naturally Aspirated,Gas,OHV
2863,hyundai,10,4.0,Naturally Aspirated,Gas,DOHC
2864,jeep,5,2.0,Forced Induction,Hybrid,SOHC
2865,dodge,10,4.0,Naturally Aspirated,Diesel,SOHC
2866,rover,3,1.35,Naturally Aspirated,Hybrid,SOHC
2867,acura,5,2.25,Naturally Aspirated,Gas,SOHC
2868,volvo,5,2.75,Naturally Aspirated,Gas,OHV
2869,acura,11,5.5,Forced Induction,Gas,DOHC
2870,jeep,9,4.95,Forced Induction,Gas,DOHC
2871,mini,6,3.0,Forced Induction,Hybrid,SOHC
2872,nissan,6,2.4000000000000004,Forced Induction,Hybrid,OHV
2873,rover,5,2.75,Naturally Aspirated,Diesel,OHV
2874,mercury,5,2.5,Forced Induction,Gas,DOHC
2875,mazda,4,2.0,Forced Induction,Gas,SOHC
2876,ford,6,3.3000000000000003,Forced Induction,Diesel,OHV
2877,bmw,11,6.050000000000001,Forced Induction,Hybrid,DOHC
2878,toyota,12,5.4,Naturally Aspirated,Diesel,DOHC
2879,nissan,5,2.5,Naturally Aspirated,Hybrid,OHV
2880,subaru,7,2.8000000000000003,Naturally Aspirated,Hybrid,OHV
2882,harley-davidson,9,4.95,Naturally Aspirated,Gas,OHV
2883,gmc,12,4.800000000000001,Naturally Aspirated,Gas,OHV
2884,jeep,6,3.3000000000000003,Naturally Aspirated,Hybrid,DOHC
2885,ram,8,4.0,Forced Induction,Gas,SOHC
2886,kia,8,4.0,Naturally Aspirated,Hybrid,SOHC
2887,kia,5,2.5,Forced Induction,Hybrid,DOHC
2888,honda,12,4.800000000000001,Naturally Aspirated,Gas,DOHC
2889,chevrolet,12,6.6000000000000005,Naturally Aspirated,Gas,SOHC
2890,mitsubishi,7,3.8500000000000005,Naturally Aspirated,Diesel,DOHC
2891,ferrari,6,2.7,Naturally Aspirated,Diesel,DOHC
2892,honda,12,4.800000000000001,Forced Induction,Hybrid,SOHC
2893,lexus,3,1.35,Naturally Aspirated,Gas,OHV
2894,chevrolet,8,3.2,Naturally Aspirated,Diesel,OHV
2895,dodge,12,4.800000000000001,Naturally Aspirated,Diesel,SOHC
2896,mercedes-benz,6,2.7,Naturally Aspirated,Gas,OHV
2897,dodge,7,3.8500000000000005,Naturally Aspirated,Gas,OHV
2898,toyota,7,3.5,Naturally Aspirated,Diesel,DOHC
2899,toyota,3,1.5,Forced Induction,Hybrid,SOHC
2900,chrysler,9,4.05,Forced Induction,Diesel,SOHC
2902,datsun,4,2.2,Forced Induction,Hybrid,SOHC
2903,toyota,11,4.4,Naturally Aspirated,Hybrid,OHV
2904,acura,5,2.25,Naturally Aspirated,Gas,OHV
2905,mercury,6,2.4000000000000004,Naturally Aspirated,Gas,SOHC
2906,chevrolet,9,4.5,Forced Induction,Hybrid,SOHC
2908,hyundai,4,1.8,Naturally Aspirated,Diesel,DOHC
2909,mini,4,1.6,Naturally Aspirated,Diesel,OHV
2910,bmw,4,2.2,Forced Induction,Hybrid,OHV
2911,ferrari,11,4.4,Forced Induction,Gas,OHV
2912,volvo,8,4.0,Forced Induction,Gas,OHV
2913,hyundai,7,2.8000000000000003,Naturally Aspirated,Gas,DOHC
2914,jaguar,8,3.6,Forced Induction,Hybrid,OHV
2915,alfa-romeo,7,2.8000000000000003,Naturally Aspirated,Diesel,DOHC
2916,land rover,6,2.7,Naturally Aspirated,Gas,SOHC
2917,rover,11,4.95,Naturally Aspirated,Diesel,OHV
2918,aston-martin,3,1.2000000000000002,Naturally Aspirated,Gas,DOHC
2919,lexus,12,4.800000000000001,Forced Induction,Hybrid,OHV
2920,alfa-romeo,7,3.5,Forced Induction,Diesel,SOHC
2921,fiat,8,4.0,Forced Induction,Diesel,SOHC
2922,mazda,5,2.25,Forced Induction,Gas,DOHC
2923,ford,10,4.5,Naturally Aspirated,Gas,SOHC
2924,mercury,8,3.2,Naturally Aspirated,Gas,DOHC
2925,jaguar,8,4.0,Forced Induction,Hybrid,SOHC
2927,lincoln,6,2.7,Forced Induction,Gas,DOHC
2928,bmw,5,2.75,Forced Induction,Hybrid,SOHC
2929,lincoln,8,3.2,Forced Induction,Diesel,SOHC
2930,cadillac,10,5.5,Naturally Aspirated,Diesel,OHV
2932,pontiac,5,2.25,Forced Induction,Diesel,DOHC
2933,pontiac,7,3.5,Naturally Aspirated,Diesel,OHV
2934,mercury,7,3.15,Naturally Aspirated,Gas,DOHC
2935,ferrari,6,2.4000000000000004,Naturally Aspirated,Hybrid,DOHC
2936,lincoln,6,2.4000000000000004,Forced Induction,Hybrid,SOHC
2937,bmw,3,1.2000000000000002,Naturally Aspirated,Hybrid,OHV
2938,fiat,4,2.0,Naturally Aspirated,Hybrid,SOHC
2939,saturn,8,3.2,Forced Induction,Gas,OHV
2940,ford,12,6.6000000000000005,Naturally Aspirated,Diesel,SOHC
2941,mitsubishi,8,3.2,Forced Induction,Hybrid,DOHC
2942,alfa-romeo,4,1.6,Forced Induction,Gas,DOHC
2943,honda,6,3.3000000000000003,Forced Induction,Gas,DOHC
2944,mazda,9,4.05,Naturally Aspirated,Gas,DOHC
2945,toyota,3,1.35,Forced Induction,Diesel,SOHC
2946,land rover,3,1.5,Naturally Aspirated,Hybrid,SOHC
2947,pontiac,11,4.95,Forced Induction,Hybrid,OHV
2948,fiat,9,4.05,Forced Induction,Hybrid,OHV
2949,mazda,4,1.8,Naturally Aspirated,Hybrid,DOHC
2950,jaguar,10,5.0,Forced Induction,Hybrid,OHV
2951,gmc,9,4.95,Forced Induction,Hybrid,OHV
2953,nissan,12,5.4,Forced Induction,Diesel,DOHC
2954,mini,5,2.25,Forced Induction,Hybrid,OHV
2956,chrysler,7,3.5,Naturally Aspirated,Gas,SOHC
2957,honda,9,4.05,Forced Induction,Diesel,DOHC
2958,volkswagen,5,2.5,Forced Induction,Hybrid,SOHC
2960,saturn,5,2.25,Forced Induction,Gas,SOHC
2961,toyota,10,5.5,Forced Induction,Hybrid,DOHC
2962,lincoln,9,4.95,Naturally Aspirated,Diesel,SOHC
2963,kia,3,1.2000000000000002,Forced Induction,Hybrid,DOHC
2965,honda,11,4.95,Naturally Aspirated,Diesel,OHV
2966,datsun,3,1.5,Forced Induction,Hybrid,DOHC
2967,volkswagen,4,1.8,Naturally Aspirated,Gas,DOHC
2968,mercury,6,3.0,Forced Induction,Diesel,DOHC
2969,alfa-romeo,4,2.0,Naturally Aspirated,Hybrid,DOHC
2970,harley-davidson,7,3.5,Forced Induction,Hybrid,SOHC
2971,datsun,11,4.4,Forced Induction,Diesel,OHV
2972,ram,6,2.7,Forced Induction,Gas,DOHC
2973,land rover,3,1.2000000000000002,Naturally Aspirated,Gas,DOHC
2974,tesla,3,1.5,Naturally Aspirated,Diesel,SOHC
2975,harley-davidson,12,5.4,Forced Induction,Hybrid,DOHC
