carid,make,model,year,transmissionid,engineid
24986,ford,f-150 king ranch,2002.0,13,19
24987,ram,1500 st,1999.0,7,12
24988,chrysler,300 limited,2008.0,13,7
24989,chevrolet,3500 flatbed,2005.0,4,3
24990,nissan,rouge sl,2011.0,0,10
24991,pontiac,firebird trans am ws6,1987.0,13,8
24992,mercedes-benz,ml,2013.0,10,8
24993,chevrolet,3100 truck,1954.0,5,9
24994,ford,f350 dually,2003.0,20,11
24995,porsche,panamera,2016.0,7,6
24996,porsche,panamera,2015.0,4,17
24997,chevrolet,s-10 extreme,1999.0,3,5
24998,ford,focus se sedan 4d,2017.0,6,1
24999,toyota,tacoma access cab sr,2019.0,17,6
25000,bmw,m550i,2018.0,10,16
25001,ford,f250 king ranch,2013.0,8,2
25002,chevrolet,c1500,1998.0,10,8
25003,bmw,435i,2015.0,15,15
25004,subaru,legacy outback,2008.0,8,4
25005,ford,f250 king ranch,2007.0,2,20
25006,ford,f350 altec 35ft bucket,2012.0,3,7
25007,gmc,sierra 2500,1988.0,3,1
25008,gmc,c6,2000.0,6,9
25009,ram,3500 cummins diesel,2005.0,2,20
25010,honda,civic coupe lx,2010.0,20,2
25011,dodge,d200,1969.0,6,1
25012,toyota,corolla wagon,1995.0,18,13
25013,audi,a6 3.0t prestige sedan 4d,2015.0,11,10
25014,chevrolet,cruze premier,2017.0,14,0
25015,volkswagen,beetle convertible,2017.0,5,5
25016,mazda,mpv,2001.0,9,17
25017,ram,big horn 1500,2015.0,11,5
25018,mercedes-benz,glc-class,2019.0,6,12
25019,chevrolet,astro,2005.0,9,18
25020,mitsubishi,mirage de,2014.0,10,2
25021,bmw,740i,2001.0,20,3
25022,ford,f-550,2018.0,7,14
25023,ram,1500 crew cab laramie pickup,2018.0,0,18
25024,toyota,rav4 hv,2016.0,13,15
25025,bmw,528,2016.0,19,1
25026,infiniti,qx56,2011.0,0,20
25027,bmw,5 series 535i xdrive sedan,2012.0,17,4
25028,ferrari,f12berlinetta,2015.0,1,17
25029,ford,e250 cargo,2009.0,13,5
25030,saturn,ion redline,2006.0,17,17
25031,ford,f350 drw 4x4,2019.0,19,3
25032,lincoln,town car,1998.0,0,0
25033,gmc,acadia slt,2008.0,20,8
25034,chevrolet,1500,2012.0,17,10
25035,ford,f150 4wd truck f-150 lariat,2020.0,17,2
25036,ford,mustang gt premium,2007.0,8,20
25037,ford,f-150 4wd lariat f150 4x4,2020.0,6,7
25038,jeep,cherokee,2008.0,16,5
25039,mercedes-benz,benz,1989.0,14,8
25040,chevrolet,4x4 truck,1976.0,18,14
25041,ram,1500 slt 4wd 4x4,2018.0,17,8
25042,chevrolet,blazer lt suv,2020.0,0,17
25043,ford,expedition xlt suv,2018.0,17,20
25044,ford,f350sd,2014.0,10,10
25045,ford,edge titanium suv,2016.0,13,19
25046,ford,f150 stx 4wd f-150 4x4,2018.0,16,14
25047,chevrolet,truck,1937.0,9,6
25048,ford,mustang gt convertible,1993.0,12,11
25049,ram,2500 mega cab laramie,2020.0,9,19
25050,ford,f150 4wd f-150 4x4,2020.0,15,20
25051,ram,1500 classic 4wd,2019.0,15,16
25052,ford,super duty f350 drw xlt,2000.0,18,2
25053,ford,escape titanium suv,2018.0,17,7
25054,ford,escape se suv,2020.0,12,16
25055,honda,prelude si,1999.0,8,11
25056,ford,f250,1982.0,20,13
25057,mitsubishi,fuso fe84d,2008.0,8,13
25058,jeep,wrangler sahara,1996.0,14,17
25059,mazda,b4000,1997.0,4,20
25060,chevrolet,express legend,2005.0,11,2
25061,ford,f-150 xlt 4wd f150 4x4,2020.0,0,13
25062,ford,e350,1990.0,19,20
25063,nissan,quest sl,2007.0,18,5
25064,buick,enclave leather,2012.0,2,6
25065,ford,f150 lariat supercrew,2009.0,8,1
25066,chevrolet,silverado 1500,1990.0,12,8
25067,chevrolet,trailblazer lt,2003.0,8,17
25068,dodge,nitro,2009.0,0,6
25069,ford,expedition max,2007.0,5,12
25070,ford,motorhome chassis,2014.0,6,4
25071,ford,e350 super duty,1997.0,11,17
25072,ford,f-150 ac,1999.0,6,6
25073,ford,explorer eddie bauer,2003.0,17,4
25074,ford,f150 lariat 4wd f-150 4x4,2016.0,8,5
25075,jeep,commander base,2006.0,3,19
25076,chevrolet,silverado 1500 ltz,2016.0,9,14
25077,mercedes-benz,benz s 500,2003.0,14,19
25078,ford,f 150 extra cab,1998.0,7,4
25079,chevrolet,silverado 1500 custom,2016.0,9,5
25080,chevrolet,camaro base model,1988.0,9,5
25081,chrysler,town n country,2006.0,12,3
25082,mazda,mpv es,2006.0,10,18
25083,nissan,xterra xe,2002.0,11,6
25084,ford,transit connect xlt,2014.0,16,11
25085,honda,accord,1993.0,17,20
25086,chevrolet,equinox lt,2009.0,14,6
25087,chrysler,pt cruiser limited,2003.0,2,17
25088,dodge,dakota slt crew cab,2005.0,7,1
25089,chevrolet,camaro ls,2011.0,13,4
25090,ford,freestyle limited,2005.0,5,15
25091,chevrolet,trailblazer lt,2007.0,0,1
25092,hyundai,sante fe,2008.0,5,6
25093,chevrolet,impala lt sedan 4d,2010.0,5,10
25094,kia,sorento ex,2017.0,11,20
25095,gmc,box truck,2005.0,11,7
25096,nissan,rouge s,2017.0,19,3
25097,mazda,6,2015.0,0,0
25098,nissan,hardbody,1997.0,20,7
25099,ford,f150 lariat crew cab,2017.0,1,6
25100,saturn,ls300,2002.0,1,8
25101,gmc,sierra1500 crewcab 4x4,2013.0,16,4
25102,kia,rio base,2009.0,12,7
25103,volkswagen,jetta wolfsburg editi,2013.0,1,11
25104,ford,f150 4x4 xlt 4wd f-150,2018.0,11,1
25105,ford,ranger xlt truck,2020.0,0,12
25106,toyota,4runner limited 4x4,2011.0,12,7
25107,chevrolet,tahoe lt,2006.0,6,15
25108,ford,edge sel awd,2008.0,17,20
25109,nissan,altima coupe,2008.0,19,15
25110,ford,f450,2005.0,7,10
25111,ford,business coupe,1947.0,13,10
25112,gmc,envoy xuv,2004.0,12,15
25113,honda,cr-v touring,2019.0,12,17
25114,chevrolet,corvette stingray 3lt,2014.0,14,3
25115,chevrolet,equinox 2lt,2017.0,8,16
25116,cadillac,cts 3.6,2013.0,3,0
25117,ford,transit connect titanium,2016.0,2,10
25118,gmc,yukon slt,2016.0,3,20
25119,bmw,750li sport,2008.0,13,4
25120,ford,f150 stx 4wd pickup truck,2018.0,16,16
25121,chevrolet,corvette,1981.0,17,6
25122,ram,c/v cargo van,2012.0,11,13
25123,ford,f150 xlt,1981.0,15,1
25124,dodge,coronet 440,1967.0,11,2
25125,chrysler,sebring jxi,2000.0,18,3
25126,ram,250 diesel,1993.0,12,15
25127,ford,excursion limited 4x4,2001.0,10,18
25128,toyota,yaris hatchback,2011.0,13,1
25129,chevrolet,camaro z28,1992.0,2,5
25130,bmw,3-series 335i,2007.0,10,13
25131,ford,tudor sedan,1948.0,13,14
25132,gmc,high sierra,1984.0,7,20
25133,dodge,aries,1977.0,19,13
25134,ford,f-250 4x4,2004.0,7,20
25135,chevrolet,silverado 2500,2010.0,9,11
25136,ford,f250 super duty 4x4,2002.0,11,17
25137,ford,f750,2007.0,6,3
25138,jeep,renegade,1980.0,13,4
25139,pontiac,firebird formula,2000.0,15,19
25140,honda,odyssee,2008.0,2,6
25141,ford,e350 super duty cargo,2013.0,0,3
25142,gmc,sierra lt,2013.0,13,0
25143,kia,forte ex,2010.0,7,11
25144,ram,2500 power wagon,2009.0,18,0
25145,hyundai,sonata limited,2015.0,17,2
25146,ford,f150 xlt f-150,2017.0,3,0
25147,ford,f-100,1982.0,3,16
25148,toyota,solara se convertible,2008.0,18,19
25149,ram,1500 big horn 4wd 4x4,2020.0,11,9
25150,kia,soul base,2018.0,19,5
25151,toyota,sienna ce,2002.0,14,4
25152,buick,special,1938.0,13,2
25153,bmw,3 series 330i xdrive sedan,2019.0,20,8
25154,buick,eight,1940.0,17,16
25155,ford,mustang convertible,1989.0,7,10
25156,lincoln,mark viii lsc,1995.0,6,8
25157,mazda,cx5 gt awd,2018.0,0,16
25158,fiat,124 spider,2018.0,13,3
25159,hyundai,tucson spt,2016.0,16,8
25160,toyota,fj cruiser base,2007.0,1,8
25161,hyundai,sante fe se awd,2011.0,14,0
25162,ford,mustang gt convertible,2018.0,4,15
25163,kia,soul + automatic,2018.0,14,12
25164,jeep,patriot sport 4x4,2014.0,9,16
25165,acura,rdx base,2007.0,6,13
25166,bmw,1-series,2012.0,11,15
25167,infiniti,g coupe,2009.0,18,10
25168,nissan,altima 3.5 se,2006.0,6,10
25169,infiniti,qx80 base,2014.0,8,1
25170,bmw,x3 sdrive30i suv,2020.0,7,2
25171,ford,expedition eddie bauer,2007.0,12,2
25172,jeep,grand wagoneer,1984.0,9,8
25173,ford,taurus lx,2004.0,5,17
25174,pontiac,firebird t-top,1998.0,13,2
25175,gmc,sierra (c10),1983.0,9,18
25176,ford,f-650sd,2006.0,12,10
25177,volvo,xc90 t5 momentum,2016.0,12,1
25178,subaru,outback 2.5i limited,2010.0,10,9
25179,audi,sq5 quattro,2014.0,1,2
25180,mazda,3 grand touring,2015.0,14,5
25181,jeep,grand cherokee hemi,2007.0,4,8
25182,ford,flat bed,2011.0,6,9
25183,ford,e250 cargo vaan,2014.0,3,8
25184,toyota,corolla se,2005.0,1,18
25185,toyota,corolla,1985.0,12,1
25186,chevrolet,210,1957.0,18,4
25187,ford,fusion hybrid sel sedan,2019.0,7,5
25188,pontiac,aztek,2004.0,2,11
25189,chevrolet,tahoe ltz,2014.0,19,13
25190,chevrolet,express 3500 extended,2006.0,1,9
25191,volvo,s60 2.5t nice!,2007.0,6,4
25192,ford,explorer xls 4x4,2002.0,8,2
25193,hyundai,veracruz limited,2008.0,9,20
25194,jeep,grand cherokee loredo,2013.0,12,9
25195,mercedes-benz,benz c280,1997.0,6,10
25196,nissan,rogue,2003.0,2,9
25197,nissan,murano sl,2007.0,6,5
25198,chrysler,pacifica touring,2006.0,7,6
25199,ford,e250 cargo van,2008.0,19,12
25200,kia,soul plus automatic,2015.0,17,9
25201,volvo,c30 t5,2011.0,10,16
25202,ford,explorer spt trac,2003.0,18,3
25203,ford,f150 4x4,1982.0,15,11
25204,ford,e150 super duty passenger,2008.0,12,3
25205,ford,e150 cargo,2012.0,5,14
25206,ford,e150 cargo,2014.0,13,5
25207,chrysler,town country,2014.0,3,9
25208,chrysler,sebring,2005.0,6,4
25209,gmc,sierra 2500hd denali 4wd,2016.0,7,3
25210,hyundai,sonata se,2012.0,9,6
25211,cadillac,ats 2.0l turbo luxury,2014.0,15,19
25212,nissan,altima 2.5 sl,2016.0,7,3
25213,chevrolet,corvette convertible,1994.0,9,4
25214,cadillac,sts,2002.0,19,10
25215,chrysler,60 series,1927.0,17,18
25216,toyota,4runner sr5,1988.0,18,20
25217,mercury,grand marquis,1977.0,18,8
25218,subaru,impreza wagon wrx,2014.0,3,13
25219,bmw,328 i,2010.0,19,17
25220,ford,mustang gt350 tribute,1966.0,4,15
25221,dodge,avenger sedan,2014.0,16,4
25222,chevrolet,corvette convertible,1988.0,18,10
25223,chevrolet,z71,2002.0,5,10
25224,chrysler,200 limited,2017.0,7,2
25225,hyundai,santa fe sport 2.0l,2016.0,4,12
25226,nissan,versa note sr,2017.0,6,14
25227,jeep,new compass latitude,2017.0,16,9
25228,ford,f-150 platinumcrew cab,2018.0,6,7
25229,mitsubishi,mirage g4 es,2019.0,0,0
25230,cadillac,escalade luxury,2015.0,2,18
25231,ford,f-150 xltcrew cab,2013.0,12,13
25232,honda,insight hybrid,2019.0,19,4
25233,volvo,xc70,2012.0,1,5
25234,mazda,3 touring,2017.0,14,5
25235,acura,rdx technology,2011.0,0,9
25236,jeep,wrangler jl sahara,2018.0,7,6
25237,ram,250,1988.0,4,3
25238,ram,1500 laramie 4x4,2012.0,8,7
25239,kia,forte lx,2011.0,12,17
25240,nissan,versa note s,2014.0,18,0
25241,bmw,1 series 128i,2009.0,1,9
25242,ram,1500 slt quad cab,2014.0,6,2
25243,nissan,leaf s,2015.0,11,1
25244,toyota,tacoma prerunner v6,2015.0,12,16
25245,mercedes-benz,benz s63 amg,2017.0,8,19
25246,chevrolet,uplander lt,2005.0,8,16
25247,ford,e-250,2003.0,9,15
25248,dodge,charger r/t scat pack,2019.0,5,10
25249,honda,accord exl,2008.0,6,3
25250,gmc,6500 topkick,1992.0,15,5
25251,ford,f150 4x4 supwer crew xlt,2014.0,1,3
25252,jeep,grand cherokee laredo,1996.0,14,15
25253,bmw,z4 3.0 sdrive,2012.0,8,7
25254,ford,f150 lariat supercrew 4x4,2013.0,10,15
25255,ford,f150 4x4 xlt crew,2014.0,16,14
25256,chevrolet,silverado z71 crew 4x4,2018.0,12,16
25257,jeep,cherokee sport v6,2016.0,3,18
25258,gmc,sierra slt,2013.0,2,19
25259,ford,f-150 four-door crew cab,2003.0,8,7
25260,chevrolet,g3500,1997.0,0,5
25261,tesla,s p85d,2014.0,3,2
25262,ford,f250 6.4l diesel 4x4,2008.0,5,15
25263,gmc,denali,2005.0,0,13
25264,nissan,sentra sr,2017.0,1,14
25265,toyota,tacoma trd,2018.0,4,10
25266,chevrolet,silverado 1500 lt z71 4x4,2017.0,15,16
25267,jeep,renegade latitude 4x4,2015.0,3,16
25268,chevrolet,silverado 3500 4x4,1989.0,10,10
25269,gmc,sierra 2500hd sle,2004.0,11,12
25270,ford,f150 xlt,2017.0,14,5
25271,chevrolet,silverado 1500 hd,2003.0,13,9
25272,chevrolet,cruze 2lt,2013.0,12,19
25273,honda,cr-v lx,2018.0,7,20
25274,infiniti,g37 x,2013.0,6,0
25275,chevrolet,avalanche z71,2002.0,20,10
25276,chevrolet,box truck,2014.0,10,14
25277,chevrolet,v3500 crewcab,1989.0,17,2
25278,toyota,camry le,2020.0,8,19
25279,nissan,kicks sr,2018.0,0,3
25280,mini,cooper countryman s all4awd,2011.0,18,11
25281,nissan,rouge,2010.0,9,19
25282,jeep,wrangler rubicon,2007.0,13,11
25283,mazda,miata mx-5,1999.0,19,8
25284,ford,e-350,2015.0,2,18
25285,hyundai,elantra gt base,2018.0,20,14
25286,volkswagen,beetle,2005.0,2,2
25287,ford,f-150 supercab 4x4,2002.0,10,9
25288,ford,crown victoria lx,2004.0,20,18
25289,ford,f150 xlt supercrew,2013.0,19,18
25290,infiniti,qx50 awd,2016.0,1,18
25291,ford,f150 lariat,2016.0,1,7
25292,toyota,prius persona series,2015.0,1,5
25293,mitsubishi,raider ls,2009.0,4,4
25294,chrysler,pt cruiser gt turbo,2004.0,2,16
25295,pontiac,firebird,1987.0,12,19
25296,lexus,ls 400,1997.0,18,14
25297,toyota,tercel,1997.0,15,5
25298,nissan,altima se,2005.0,18,10
25299,chevrolet,cavalier z24,1999.0,13,19
25300,toyota,4runner sr5 4x4,2007.0,7,6
25301,volvo,xc70,2006.0,14,4
25302,volkswagen,cc r line,2014.0,10,0
25303,lincoln,mkc reserve,2019.0,19,6
25304,ford,taurus limited sedan 4d,2013.0,11,13
25305,ford,crow victoria,2010.0,17,4
25306,mercedes-benz,slk class,2007.0,3,8
25307,chevrolet,impala ls fleet,2012.0,1,5
25308,chevrolet,cruze 1lt sedan,2015.0,7,6
25309,kia,forte lx sedan,2017.0,13,10
25310,kia,forte lx sedan 6a,2018.0,1,18
25311,honda,accord lx,1994.0,6,1
25312,jeep,gran cherokee laredo 4x4,2007.0,17,0
25313,volkswagen,beetle 2.0t turbo w,2013.0,2,6
25314,lexus,es330,2005.0,10,3
25315,mazda,rx-8,2007.0,7,11
25316,jeep,grand cherokee laredo 4x4,2009.0,20,16
25317,ferrari,458 italia,2010.0,8,11
25318,mercedes-benz,benz e550,2010.0,20,13
25319,cadillac,sts v6,2005.0,12,14
25320,toyota,highlander se,2013.0,12,2
25321,honda,odyssey ex-l,2008.0,17,0
25322,ford,e450 bus,2005.0,18,8
25323,bmw,540i m-sport,2001.0,10,5
25324,mercedes-benz,c350,2008.0,8,4
25325,hyundai,tiburon gt,2007.0,20,6
25326,chevrolet,silverado 1500 lt crew,2011.0,6,12
25327,nissan,frontier sv 4x4,2013.0,1,4
25328,audi,a8 l 3.0t,2014.0,5,5
25329,volkswagen,passat tdi se sedan,2014.0,10,18
25330,ford,f-150 supercrew platinum 4x,2019.0,20,11
25331,honda,hr-v lx,2016.0,5,17
25332,ford,mustang cobra,2003.0,7,9
25333,chevrolet,camaro z28,1987.0,5,7
25334,chevrolet,corvette stingray 3lt,2021.0,5,4
25335,mitsubishi,montero sport,2002.0,13,11
25336,nissan,altima 2.5 sl,2007.0,0,12
25337,bmw,z4 3.0i convertible,2005.0,0,9
25338,pontiac,firebird,1979.0,20,5
25339,ram,1500 4 x 4,2015.0,12,8
25340,ford,f-650 diesel,2012.0,5,2
25341,ford,f350 diesel powerstroke xlt,2016.0,7,11
25342,ford,model t,1927.0,15,5
25343,lexus,ls600h l,2008.0,6,11
25344,ford,f-150 raptor 4wd supercrew,2012.0,1,9
25345,chevrolet,corvette,2013.0,10,6
25346,chevrolet,express 1500 cargo,2007.0,5,17
25347,nissan,murano le awd 3.5 v6,2009.0,0,6
25348,honda,odyssey 5dr ex-l,2010.0,3,6
25349,ram,van 1500,1998.0,17,14
25350,gmc,sonoma,1997.0,7,0
25351,infiniti,qx60 premium,2015.0,16,2
25352,ram,van,1997.0,0,10
25353,mercedes-benz,gl350 bluetec 4wd,2012.0,7,4
25354,volkswagen,conv. ch 2,1978.0,20,16
25355,toyota,tacoma trd off road,2012.0,2,12
25356,chevrolet,cobalt sport,2008.0,11,1
25357,lexus,sc,2007.0,12,16
25358,volkswagen,jetta sportwagen,2014.0,2,17
25359,gmc,savana,2003.0,0,11
25360,gmc,c1500,1986.0,7,17
25361,bmw,5 series hybrid,2012.0,5,6
25362,honda,odyssey minivan,2008.0,16,1
25363,ford,f150 supercrew,2010.0,4,14
25364,bmw,330ci convertible,2001.0,1,1
25365,ford,ranger 4x4,2006.0,0,10
25366,toyota,tacoma trd sport,2008.0,11,3
25367,ford,f150 supercrew cab,2001.0,1,19
25368,chevrolet,s10 extended cab,2003.0,11,1
25369,toyota,tacoma xtracab,2003.0,12,10
25370,ram,1500 regular cab,2004.0,5,2
25371,dodge,dakota quad cab,2005.0,7,18
25372,mini,hardtop,2009.0,18,19
25373,ford,transit connect xlt,2011.0,12,1
25374,ford,e250 econoline,2008.0,0,12
25375,chevrolet,w4500 crew cab,2016.0,3,18
25376,dodge,magnum se,2005.0,17,8
25377,volvo,c70 t5 convertible,2013.0,18,3
25378,mercedes-benz,e-class,1999.0,1,17
25379,dodge,dakota,2010.0,3,5
25380,ford,cmax energi,2016.0,7,3
25381,bmw,3 series 320i,2015.0,19,13
25382,toyota,prius two,2008.0,15,4
25383,ram,pickup 3500,2011.0,2,6
25384,toyota,prius hybrid,2005.0,11,2
25385,ram,promaster 3500,2017.0,11,18
25386,ford,f250 super duty 4x4,2008.0,6,8
25387,volvo,c30 t5,2009.0,20,4
25388,jeep,liberty sport,2003.0,9,4
25389,dodge,caravan se,2006.0,16,17
25390,bmw,325ci convertible,2006.0,1,8
25391,chrysler,pacifica limited,2007.0,5,13
25392,saturn,vue v6,2007.0,7,8
25393,volkswagen,passat v6,2012.0,0,18
25394,volkswagen,jetta tsi,2017.0,19,12
25395,mercedes-benz,benz gla250,2018.0,17,15
25396,ford,f350 lariat dually,2015.0,4,10
25397,ford,f150 king ranch 4x4,2005.0,17,8
25398,ram,3500 rwd,2013.0,0,0
25399,lexus,gs350 f sport,2013.0,9,16
25400,hyundai,accent gls,2011.0,7,1
25401,dodge,charger hemi,2012.0,17,1
25402,nissan,frontier crew cab,2006.0,10,7
25403,ford,f150 super cab,2010.0,4,7
25404,ford,f350,2018.0,12,2
25405,ford,f-250 lifted,2016.0,5,4
25406,chevrolet,2500 ltz 4x4,2008.0,16,16
25407,rover,svautobiography,2016.0,12,19
25408,chevrolet,sonic,2019.0,8,4
25409,chevrolet,tahoe z71 4x4,2003.0,16,4
25410,ford,transit passenger van t-150,2016.0,11,10
25411,audi,a3 1.8t premium,2016.0,19,8
25412,ford,explorer xls,2004.0,10,5
25413,lexus,es 350,2017.0,3,19
25414,honda,civic coupe,2015.0,15,16
25415,toyota,avalon hybrid,2015.0,13,20
25416,nissan,nv cargo,2017.0,12,15
25417,buick,rendezvous cxl,2002.0,0,6
25418,nissan,pathfinder hybrid,2014.0,8,5
25419,ford,c-max hybrid,2018.0,5,16
25420,dodge,caliber sxt,2008.0,6,12
25421,cadillac,ats luxury coupe 2d,2017.0,2,8
25422,acura,3.2 cl type s,2003.0,9,3
25423,nissan,ud,1999.0,18,5
25424,mercedes-benz,benz ml350 4matic,2007.0,11,2
25425,infiniti,ex 35,2009.0,16,9
25426,cadillac,srx4,2011.0,9,9
25427,bmw,640i gran coupe,2014.0,15,0
25428,lincoln,mks,2015.0,15,20
25429,kia,sorento ex,2013.0,6,17
25430,mitsubishi,galant,2004.0,13,1
25431,toyota,rav4,1997.0,15,13
25432,honda,pilot ex l,2008.0,15,4
25433,chevrolet,2500 gas 4x4,2014.0,10,15
25434,chevrolet,silverado 3500 hd diesel,2004.0,7,2
25435,chevrolet,silverado 2500,2009.0,7,10
25436,chevrolet,3500 srw diesel,2013.0,16,10
25437,chevrolet,2500 hd 4x2 gas,2013.0,3,16
25438,chevrolet,silverado 2500 hd gas,2015.0,7,12
25439,ford,f 350 xl hd dually,2009.0,11,16
25440,nissan,juke,2011.0,2,6
25441,chevrolet,3500 hd dually gas,2010.0,4,5
25442,chevrolet,silverado 2500hd duramax,2007.0,4,20
25443,chevrolet,silverado 2500 hd 4x4,2013.0,6,4
25444,chevrolet,2500 hd 4x4 diesel,2013.0,7,10
25445,chevrolet,2500 hd gas 4x4,2011.0,13,15
25446,chevrolet,2500 gas 4x4,2006.0,13,9
25447,bmw,5-series 528i xdrive,2012.0,1,7
25448,chevrolet,silverado 3500 4x4 diesel,2011.0,19,19
25449,chevrolet,3500 hd -gas-,2004.0,13,0
25450,ford,taurus eco-boost,2017.0,8,7
25451,chevrolet,tahoe lt autoride,2004.0,9,3
25452,ford,e450 bus,2015.0,6,5
25453,mazda,mx-5 miata,2001.0,7,5
25454,buick,skylark convertible,1968.0,20,13
25455,nissan,rouge sv,2017.0,3,20
25456,chevrolet,express cargo,2005.0,19,18
25457,mazda,rx8,2006.0,10,18
25458,chrysler,town country,2015.0,9,9
25459,pontiac,vibe,2004.0,4,17
25460,chrysler,300,2002.0,14,5
25461,acura,rlx,2014.0,11,7
25462,mercedes-benz,slk230 kompressor,1998.0,4,9
25463,ford,e350 12-passenger van,2005.0,0,0
25464,honda,accord sedan,2005.0,12,5
25465,ford,mustang g. t. conv.,2005.0,15,5
25466,ford,mustang shelby gt-500,2007.0,19,13
25467,chevrolet,coupe,1938.0,6,3
25468,ford,f1,1952.0,3,9
25469,cadillac,eldorado biarritz,1978.0,10,10
25470,gmc,4500,2005.0,17,15
25471,chevrolet,corvette fuel injected,1960.0,9,15
25472,chevrolet,camaro z28 30th anniversary pace car,1997.0,15,20
25473,ford,galaxie skyliner,1959.0,14,4
25474,chevrolet,other pickups,1954.0,15,10
25475,chevrolet,corvette convertible,1963.0,9,15
25476,ford,explorer eddie bauer,2008.0,17,3
25477,mazda,tribute,2010.0,14,11
25478,gmc,yukon slt,2012.0,15,5
25479,nissan,maxima,2003.0,15,12
25480,chevrolet,impala lt,2012.0,11,9
25481,bmw,525i,2001.0,9,18
25482,nissan,frontier crew cab,2004.0,0,15
25483,infiniti,q50 hybrid,2014.0,2,16
25484,hyundai,sante fe - se,2008.0,4,1
25485,buick,grand national,1987.0,2,17
25486,gmc,savana,2014.0,6,16
25487,toyota,4-runner,2002.0,3,0
25488,mazda,mx-5,2009.0,13,6
25489,buick,park avenue,2004.0,5,12
25490,volvo,v70 2.5t,2006.0,20,15
25491,honda,pilot 4wd,2007.0,6,9
25492,ford,f250 lariat 4x4,1991.0,5,5
25493,mercedes-benz,benz 63amg,2007.0,7,7
25494,chevrolet,coupe,1937.0,10,5
25495,ford,f-150 lariat 4x4,2005.0,11,17
25496,volvo,xc70 awd,2005.0,8,20
25497,mazda,cx-7 grand touring,2007.0,1,10
25498,ford,e250 van,2007.0,11,18
25499,mazda,cx7 sport,2011.0,11,7
25500,ford,focus st hatchback,2013.0,1,11
25501,chevrolet,express cargo,2012.0,12,12
25502,chrysler,300c v6,2005.0,14,5
25503,mercedes-benz,benz c63 amg,2009.0,20,17
25504,honda,cr-v lx,2019.0,3,6
25505,mercedes-benz,benz ml,2004.0,7,20
25506,jaguar,xj,2004.0,7,8
25507,chevrolet,suburban z71,2001.0,3,17
25508,bmw,1 series,2008.0,13,14
25509,gmc,acadia slt,2010.0,20,0
25510,ford,f150 limited 4wd,2019.0,19,19
25511,ford,focus se,2003.0,2,17
25512,dodge,durango sxt sport utility,2020.0,2,2
25513,mazda,6,2011.0,16,18
25514,jeep,grand cherokee limited 4x4,2006.0,20,16
25515,mercedes-benz,benz sprinter 3500,2006.0,6,10
25516,ford,f150 4x4,2003.0,3,5
25517,bmw,325ci,2006.0,4,17
25518,mercedes-benz,clk320 coupe,2003.0,16,13
25519,ford,e-series e-350 sd bus,2013.0,19,20
25520,mazda,mazda6,2014.0,10,3
25521,volvo,xc60 t6 platinum,2015.0,9,0
25522,ford,fusion hybrid se,2016.0,6,14
25523,audi,q5 2.0t premium plus,2016.0,2,17
25524,chevrolet,c/k 1500,1997.0,9,16
25525,jaguar,xe,2018.0,14,16
25526,jaguar,s-type,2005.0,16,2
25527,kia,forte lx sedan 4d,2014.0,6,12
25528,volkswagen,routan se,2012.0,20,1
25529,mazda,cx-7 sport,2007.0,17,18
25530,hyundai,elantra gls,2006.0,20,13
25531,ford,f-250,1993.0,15,9
25532,bmw,z3 2.8,1999.0,10,12
25533,gmc,envoy 4x4,2006.0,19,4
25534,ford,xls explorer,2004.0,1,12
25535,chevrolet,blazer 1lt sport,2020.0,13,5
25536,mercedes-benz,benz cls63 amg,2017.0,15,12
25537,subaru,forester 2.5x limited awd,2013.0,16,3
25538,lexus,rx300,2001.0,4,12
25539,chevrolet,s10 pickup,1999.0,6,2
25540,ford,f-150 platinum 4x4,2014.0,12,9
25541,ford,edge sport,2015.0,13,16
25542,lincoln,town car cartier edition,2002.0,12,8
25543,dodge,challenger,1971.0,0,2
25544,ford,mustang,1970.0,11,8
25545,chrysler,pt cruiser convertible,2005.0,10,0
25546,ford,f150 lariat,2009.0,14,16
25547,volkswagen,golf gti,2015.0,3,9
25548,chrysler,pacifica touring l plus,2017.0,0,13
25549,honda,s2000 convertible 6 speed,2002.0,11,14
25550,mitsubishi,fuso,2007.0,5,19
25551,chevrolet,silverado 3500,2002.0,14,10
25552,porsche,boxster type s,2002.0,7,11
25553,ford,eacape,2010.0,6,18
25554,rover,spo,2011.0,4,12
25555,kia,sorento lx,2018.0,19,0
25556,nissan,nv2500,2016.0,4,19
25557,honda,pilot ex,2019.0,4,1
25558,mercedes-benz,benz cl55 amg,2002.0,9,2
25559,volvo,s80 3.2,2008.0,8,17
25560,jeep,compass 4x4,2007.0,2,2
25561,nissan,titan le,2005.0,11,9
25562,chevrolet,avalanche,2006.0,19,7
25563,toyota,scion iq,2013.0,16,1
25564,honda,cr-v ex,2019.0,16,1
25565,mazda,626 lx,1999.0,7,5
25566,honda,accord 4-door sedan,2014.0,11,17
25567,ford,mustang gt convertible,2000.0,13,7
25568,toyota,tundra 4wd truck,2006.0,7,12
25569,ford,e350 super duty cargo,2014.0,10,10
25570,hyundai,tucson gls,2005.0,3,1
25571,ford,lnt8000,1990.0,5,18
25572,nissan,skyline gtr r32,1992.0,16,9
25573,toyota,tacoma regular cab,2007.0,7,20
25574,ford,f150 regular cab,2003.0,6,8
25575,honda,civic sdn,2006.0,6,13
